Time,40K plat,4K cyl,40K shield,ivc
1724385924.5234373,298.2952,299.8357,299.2531,299.6295
1724385926.375906,298.2965,299.8383,299.2529,299.6293
1724385928.2363355,298.2976,299.8374,299.2532,299.6292
1724385930.088362,298.296,299.8372,299.2526,299.6294
1724385931.9361932,298.2951,299.8365,299.2533,299.63
1724385933.7850938,298.2969,299.8374,299.2526,299.6288
1724385935.645475,298.295,299.8374,299.2526,299.63
1724385937.5057852,298.2962,299.8376,299.2529,299.6299
1724385939.3777082,298.2973,299.8371,299.253,299.6294
1724385941.2419033,298.2958,299.8366,299.2526,299.6303
1724385943.1058035,298.2959,299.8378,299.2524,299.6295
1724385944.967582,298.2962,299.8385,299.253,299.6291
1724385946.8319783,298.2977,299.8375,299.2524,299.6298
1724385948.684057,298.297,299.8377,299.253,299.6293
1724385950.5511732,298.2956,299.8383,299.253,299.6296
1724385952.4103613,298.2956,299.8365,299.253,299.6298
1724385954.2724345,298.2966,299.8368,299.253,299.6303
1724385956.1213949,298.2966,299.8371,299.2531,299.6302
1724385957.981015,298.2963,299.8367,299.2527,299.6303
1724385959.830041,298.2964,299.8372,299.2523,299.6294
1724385961.6895175,298.297,299.8365,299.2531,299.6296
1724385963.5558598,298.2969,299.8369,299.2532,299.6303
1724385965.4244204,298.2972,299.8376,299.2536,299.6304
1724385967.2859728,298.2967,299.8373,299.2529,299.63
1724385969.145479,298.2969,299.8377,299.253,299.6296
1724385971.0093806,298.2968,299.8377,299.2532,299.6302
1724385972.8687675,298.2974,299.8371,299.2534,299.6299
1724385974.718388,298.2968,299.8366,299.2533,299.6304
1724385976.5823183,298.2955,299.8354,299.2535,299.63
1724385978.4417286,298.2973,299.8374,299.2525,299.6299
1724385980.3021836,298.2965,299.8376,299.2528,299.6301
1724385982.1715477,298.2964,299.8361,299.2523,299.6305
1724385984.018564,298.295,299.8374,299.2533,299.6296
1724385985.8857102,298.2937,299.837,299.253,299.6297
1724385987.7383802,298.2977,299.8369,299.2531,299.6304
1724385989.5915666,298.2955,299.8368,299.2525,299.6298
1724385991.4449186,298.2971,299.8368,299.2527,299.6297
1724385993.2942429,298.2969,299.8374,299.253,299.6298
1724385995.1599755,298.2977,299.8376,299.2531,299.6298
1724385997.016651,298.2962,299.8367,299.2533,299.6304
1724385998.8733773,298.2959,299.8385,299.2526,299.6288
1724386000.738732,298.2953,299.8373,299.2528,299.63
1724386002.5900981,298.2971,299.8372,299.2533,299.6295
1724386004.4377782,298.2961,299.8376,299.2528,299.63
1724386006.2990313,298.296,299.8366,299.2526,299.6303
1724386008.1611063,298.2958,299.8367,299.2532,299.6301
1724386010.0266743,298.2965,299.8377,299.2533,299.6299
1724386011.8786454,298.2964,299.8374,299.2525,299.6303
1724386013.736968,298.2956,299.8372,299.2526,299.63
1724386015.5908387,298.2969,299.8384,299.2526,299.6299
1724386017.4445202,298.2969,299.838,299.2531,299.6302
1724386019.2928517,298.2979,299.8379,299.2527,299.6302
1724386021.159483,298.2974,299.8363,299.253,299.6298
1724386023.021662,298.2966,299.8372,299.2528,299.6295
1724386024.884113,298.2977,299.8369,299.2526,299.6296
1724386026.7473302,298.2967,299.8366,299.2528,299.6301
1724386028.599135,298.2955,299.8376,299.2532,299.6307
1724386030.4539523,298.2963,299.8367,299.2533,299.6294
1724386032.312279,298.2984,299.838,299.2536,299.6295
1724386034.1737819,298.297,299.8378,299.2535,299.6297
1724386036.0360801,298.2976,299.838,299.2527,299.6302
1724386037.899317,298.2982,299.8376,299.2534,299.6303
1724386039.7501853,298.2955,299.8386,299.2528,299.6306
1724386041.6079733,298.2959,299.8391,299.253,299.6302
1724386043.4685953,298.298,299.8383,299.2532,299.6302
1724386045.3295634,298.2978,299.8374,299.2528,299.6297
1724386047.1910095,298.2965,299.8364,299.2531,299.6305
1724386049.0574062,298.2965,299.838,299.2532,299.63
1724386050.9190388,298.2971,299.8377,299.2533,299.63
1724386052.7812188,298.2962,299.8384,299.253,299.6306
1724386054.6323404,298.2981,299.8382,299.2536,299.6306
1724386056.479729,298.2968,299.8359,299.2532,299.631
1724386058.3345487,298.2962,299.8367,299.2526,299.6299
1724386060.1976066,298.2979,299.8365,299.2537,299.6308
1724386062.057054,298.2961,299.8383,299.2534,299.6301
1724386063.9199343,298.2963,299.8365,299.2526,299.6299
1724386065.773011,298.2968,299.8359,299.2525,299.6307
1724386067.624374,298.2973,299.8393,299.2534,299.6301
1724386069.4710863,298.296,299.8355,299.2534,299.63
1724386071.3255777,298.2977,299.8382,299.2534,299.63
1724386073.187279,298.2963,299.8376,299.2537,299.63
1724386075.0511527,298.2962,299.8386,299.2524,299.6299
1724386076.918258,298.296,299.8377,299.253,299.6305
1724386078.78085,298.2964,299.8382,299.253,299.6296
1724386080.6379573,298.2987,299.8385,299.2535,299.6306
1724386082.49331,298.2974,299.8378,299.2538,299.6307
1724386084.354051,298.2973,299.8361,299.2532,299.6309
1724386086.2064462,298.298,299.8374,299.2535,299.6308
1724386088.066182,298.2973,299.8377,299.2535,299.6305
1724386089.9296699,298.2982,299.8382,299.2532,299.6308
1724386091.7927103,298.2976,299.8375,299.2533,299.6303
1724386093.632572,298.2981,299.8378,299.2535,299.6309
1724386095.495677,298.2976,299.8377,299.2535,299.6311
1724386097.358675,298.296,299.8359,299.253,299.6309
1724386099.211061,298.2964,299.8382,299.2539,299.6308
1724386101.0779083,298.2973,299.8377,299.2533,299.6307
1724386102.9378135,298.2974,299.8363,299.2533,299.6312
1724386104.7996507,298.2973,299.8363,299.2538,299.6311
1724386106.6641402,298.2979,299.8377,299.2531,299.6305
1724386108.5210173,298.2978,299.8368,299.2523,299.6302
1724386110.372141,298.2965,299.8353,299.2538,299.6306
1724386112.2195177,298.2969,299.8364,299.2536,299.6305
1724386114.0885315,298.2979,299.8373,299.2532,299.6311
1724386115.9549959,298.2974,299.8391,299.2538,299.6312
1724386117.8240335,298.2965,299.8377,299.2539,299.6293
1724386119.6830308,298.2965,299.8382,299.2531,299.6311
1724386121.5453901,298.2986,299.8382,299.2536,299.6311
1724386123.3959105,298.297,299.8379,299.2536,299.6305
1724386125.2486093,298.2976,299.8371,299.2537,299.6308
1724386127.1121902,298.297,299.8377,299.2532,299.6306
1724386128.9787126,298.2984,299.8385,299.2528,299.6303
1724386130.8395205,298.2962,299.8345,299.2533,299.6304
1724386132.6947217,298.2972,299.8387,299.2533,299.6307
1724386134.5381768,298.2971,299.8392,299.2538,299.6311
1724386136.4050727,298.2976,299.8385,299.2534,299.6307
1724386138.2570755,298.2973,299.8376,299.2534,299.6307
1724386140.1193557,298.2975,299.8388,299.2533,299.6311
1724386141.9777966,298.2981,299.8368,299.2538,299.6312
1724386143.826484,298.2987,299.8387,299.2539,299.6306
1724386145.6848636,298.2976,299.837,299.2543,299.6307
1724386147.5377982,298.298,299.8372,299.2537,299.6313
1724386149.3885696,298.2981,299.8383,299.2538,299.6308
1724386151.2440236,298.2978,299.8373,299.2532,299.6312
1724386153.093082,298.297,299.837,299.2538,299.6311
1724386154.9539578,298.2976,299.8365,299.2532,299.6308
1724386156.8175254,298.2963,299.8384,299.2543,299.6304
1724386158.6681774,298.2969,299.8359,299.2535,299.6302
1724386160.5380006,298.2973,299.8368,299.2533,299.6315
1724386162.4033546,298.2978,299.8382,299.2538,299.631
1724386164.255158,298.2969,299.8361,299.2536,299.6313
1724386166.1268086,298.2979,299.8381,299.254,299.6311
1724386167.983115,298.2991,299.8388,299.2541,299.6309
1724386169.8262534,298.2985,299.8387,299.2535,299.6312
1724386171.6781793,298.298,299.8366,299.254,299.6306
1724386173.5426648,298.2984,299.8383,299.2533,299.6309
1724386175.4027364,298.2975,299.8376,299.2536,299.631
1724386177.2688017,298.2982,299.838,299.2536,299.6308
1724386179.1280453,298.2968,299.8356,299.254,299.6314
1724386180.9828367,298.2986,299.8385,299.2539,299.6308
1724386182.8425407,298.2976,299.8385,299.2535,299.6311
1724386184.691273,298.2981,299.8389,299.2532,299.6308
1724386186.5479438,298.298,299.8381,299.2528,299.6307
1724386188.402864,298.2989,299.8391,299.2543,299.631
1724386190.2559972,298.2977,299.8378,299.2527,299.6315
1724386192.1187196,298.2962,299.8381,299.254,299.6317
1724386193.9834335,298.2964,299.8377,299.2536,299.6312
1724386195.837645,298.2981,299.8377,299.2535,299.6305
1724386197.6950538,298.2987,299.8373,299.2538,299.6308
1724386199.5474267,298.2982,299.8377,299.2539,299.6311
1724386201.4106934,298.2973,299.8385,299.254,299.6307
1724386203.2777643,298.298,299.8354,299.2538,299.6312
1724386205.143459,298.2966,299.8391,299.2532,299.6317
1724386207.0066574,298.2992,299.8387,299.2531,299.6322
1724386208.861421,298.2988,299.8372,299.2539,299.632
1724386210.7229092,298.2988,299.8378,299.2538,299.6313
1724386212.571349,298.2965,299.8385,299.2538,299.6305
1724386214.433321,298.2991,299.8383,299.2535,299.6306
1724386216.28571,298.298,299.8378,299.2537,299.6302
1724386218.13784,298.2996,299.8365,299.2537,299.6316
1724386219.9986176,298.2988,299.8346,299.2544,299.6316
1724386221.8601756,298.2997,299.8381,299.2539,299.6315
1724386223.714964,298.2984,299.8374,299.254,299.6312
1724386225.5702314,298.298,299.8376,299.2539,299.6314
1724386227.432473,298.2982,299.8395,299.253,299.6311
1724386229.2899082,298.2986,299.838,299.2538,299.6318
1724386231.152234,298.2994,299.8385,299.2541,299.6312
1724386233.0047011,298.2968,299.8403,299.2543,299.6316
1724386234.8643017,298.2994,299.8388,299.2538,299.6313
1724386236.726947,298.2977,299.8368,299.2541,299.6315
1724386238.5884066,298.2979,299.8386,299.2536,299.6317
1724386240.445021,298.3002,299.8399,299.2537,299.6307
1724386242.2984989,298.2991,299.8395,299.2538,299.631
1724386244.1573322,298.2979,299.8366,299.2542,299.6318
1724386246.007364,298.2994,299.8373,299.254,299.6313
1724386247.8659618,298.2982,299.8384,299.2541,299.6322
1724386249.7187,298.2989,299.8388,299.2539,299.6315
1724386251.5710855,298.2966,299.8377,299.2537,299.631
1724386253.42224,298.2982,299.8373,299.2539,299.6312
1724386255.2905023,298.298,299.8388,299.2533,299.6316
1724386257.1561515,298.2989,299.8388,299.2545,299.6318
1724386259.0177984,298.2972,299.8378,299.2537,299.6316
1724386260.894041,298.2981,299.837,299.2543,299.632
1724386262.7490597,298.2981,299.8389,299.2543,299.6317
1724386264.6081142,298.2979,299.8381,299.2539,299.6316
1724386266.4680145,298.2971,299.8393,299.2539,299.6315
1724386268.3334618,298.299,299.8378,299.2533,299.6314
1724386270.2043135,298.2983,299.8383,299.2543,299.6312
1724386272.062157,298.2984,299.8389,299.2541,299.6315
1724386273.9304993,298.2992,299.8383,299.2539,299.6321
1724386275.780135,298.298,299.8383,299.254,299.6316
1724386277.6448836,298.2992,299.8377,299.2539,299.6317
1724386279.500339,298.2973,299.8376,299.2544,299.6308
1724386281.3632524,298.299,299.8378,299.2544,299.6317
1724386283.2254171,298.2973,299.8393,299.2539,299.6317
1724386285.0875847,298.2998,299.8385,299.2543,299.6321
1724386286.951888,298.299,299.8383,299.2544,299.6316
1724386288.796488,298.3,299.8373,299.2537,299.6318
1724386290.6577837,298.2997,299.839,299.2541,299.6316
1724386292.519081,298.2968,299.8374,299.2536,299.6317
1724386294.3716304,298.2978,299.8377,299.2541,299.6316
1724386296.2251084,298.2982,299.8384,299.2546,299.6318
1724386298.0862956,298.2973,299.8386,299.2538,299.6316
1724386299.9397967,298.2975,299.8386,299.2549,299.6325
1724386301.7830515,298.2998,299.8371,299.2538,299.6318
1724386303.6377983,298.3,299.8374,299.2539,299.6315
1724386305.4892237,298.2991,299.8381,299.2548,299.6316
1724386307.3565023,298.2991,299.8388,299.2535,299.6316
1724386309.213174,298.2982,299.8388,299.2546,299.6323
1724386311.0738509,298.2987,299.8383,299.2541,299.6322
1724386312.9349506,298.2973,299.8395,299.2545,299.6316
1724386314.7997885,298.2971,299.837,299.2536,299.6329
1724386316.652402,298.2985,299.8371,299.2546,299.6321
1724386318.509584,298.2996,299.8394,299.2545,299.6317
1724386320.3516974,298.2983,299.8395,299.2543,299.6322
1724386322.2134435,298.2974,299.8386,299.2547,299.6321
1724386324.073782,298.2995,299.8385,299.2531,299.6321
1724386325.9312463,298.299,299.8389,299.2546,299.6319
1724386327.7883935,298.2991,299.8377,299.2543,299.6322
1724386329.6507955,298.2993,299.8403,299.2538,299.6318
1724386331.513415,298.299,299.8373,299.2539,299.6315
1724386333.3735273,298.2986,299.8385,299.2545,299.6322
1724386335.2295206,298.2991,299.8393,299.2546,299.6315
1724386337.0983398,298.2984,299.8395,299.2548,299.6322
1724386338.958754,298.2984,299.8389,299.254,299.6317
1724386340.811858,298.2977,299.8393,299.2543,299.6323
1724386342.6639774,298.2989,299.8381,299.2547,299.6317
1724386344.525,298.2983,299.8394,299.2538,299.6323
1724386346.3808086,298.2991,299.8396,299.2548,299.6324
1724386348.2443316,298.3001,299.8385,299.2545,299.6323
1724386350.0922983,298.3,299.8393,299.2539,299.6323
1724386351.939912,298.2998,299.8392,299.2545,299.632
1724386353.805446,298.2988,299.8393,299.2545,299.6323
1724386355.6536388,298.2991,299.8393,299.2543,299.6321
1724386357.5187206,298.2996,299.8388,299.2544,299.6329
1724386359.3844905,298.2974,299.8385,299.2543,299.6324
1724386361.2435808,298.2995,299.8383,299.2541,299.6324
1724386363.112064,298.2996,299.8383,299.2548,299.6322
1724386364.9665744,298.2987,299.8388,299.2548,299.6323
1724386366.8310912,298.3,299.8377,299.2548,299.6325
1724386368.684345,298.2977,299.8397,299.2543,299.6326
1724386370.5337074,298.2994,299.8377,299.2537,299.632
1724386372.385215,298.299,299.835,299.2535,299.6328
1724386374.2237346,298.2987,299.8385,299.2546,299.6318
1724386376.0847738,298.2989,299.8398,299.2543,299.6321
1724386377.934081,298.2996,299.8377,299.2541,299.6324
1724386379.7842395,298.299,299.8398,299.255,299.633
1724386381.6454175,298.2998,299.8388,299.2544,299.6326
1724386383.5098221,298.2992,299.8382,299.2541,299.6326
1724386385.3760786,298.2995,299.838,299.2545,299.6328
1724386387.2362025,298.3009,299.8392,299.2541,299.6323
1724386389.0790274,298.2978,299.8388,299.2543,299.6324
1724386390.9317458,298.2998,299.8398,299.2543,299.6318
1724386392.7845383,298.3007,299.8385,299.2543,299.6324
1724386394.6356254,298.3006,299.8379,299.2546,299.6326
1724386396.495161,298.2986,299.8369,299.2542,299.6324
1724386398.3530636,298.2998,299.8382,299.2541,299.6325
1724386400.2147725,298.2996,299.8381,299.254,299.6327
1724386402.0678532,298.2991,299.8391,299.2543,299.6325
1724386403.9290774,298.2994,299.8382,299.254,299.6325
1724386405.7816749,298.2991,299.8404,299.255,299.6327
1724386407.6451511,298.2977,299.8395,299.2539,299.632
1724386409.510657,298.2984,299.8375,299.254,299.6332
1724386411.36999,298.3,299.8395,299.2551,299.6326
1724386413.2320435,298.3001,299.8397,299.2553,299.6327
1724386415.083029,298.2989,299.8382,299.2542,299.633
1724386416.9463851,298.2983,299.8379,299.2545,299.6324
1724386418.8065686,298.3,299.8391,299.2551,299.6328
1724386420.6534593,298.2987,299.8397,299.2547,299.6329
1724386422.5127454,298.2998,299.8391,299.255,299.6326
1724386424.3668106,298.3,299.8383,299.2546,299.6325
1724386426.2060173,298.2998,299.838,299.2547,299.6325
1724386428.0655236,298.2997,299.8385,299.2545,299.6321
1724386429.9229672,298.2996,299.8393,299.2546,299.6328
1724386431.7886548,298.2998,299.8388,299.2539,299.633
1724386433.651453,298.3005,299.8399,299.2543,299.6326
1724386435.513681,298.3003,299.841,299.2547,299.6325
1724386437.375376,298.3012,299.8401,299.255,299.6329
1724386439.2431567,298.3004,299.8393,299.2541,299.6327
1724386441.0952067,298.2991,299.8381,299.2542,299.6329
1724386442.9454951,298.2995,299.8388,299.2546,299.6326
1724386444.8007362,298.2982,299.8394,299.2549,299.6328
1724386446.6648843,298.2998,299.8397,299.2548,299.6326
1724386448.5231428,298.3005,299.84,299.2549,299.6329
1724386450.3902996,298.3002,299.8398,299.2548,299.6326
1724386452.2420979,298.2989,299.8392,299.254,299.6323
1724386454.0994399,298.2991,299.8387,299.255,299.6333
1724386455.9500668,298.3005,299.8396,299.255,299.6333
1724386457.815267,298.3007,299.8374,299.2542,299.633
1724386459.6773503,298.2999,299.8397,299.2546,299.6324
1724386461.5306947,298.2989,299.8401,299.2547,299.6332
1724386463.38803,298.2978,299.8377,299.2553,299.6331
1724386465.256477,298.2995,299.8404,299.2544,299.6327
1724386467.111529,298.2992,299.838,299.2543,299.6324
1724386468.9657273,298.299,299.8391,299.2549,299.6323
1724386470.8265646,298.2992,299.8399,299.2547,299.6326
1724386472.6817162,298.2988,299.8391,299.2546,299.6329
1724386474.5451033,298.3008,299.8368,299.255,299.633
1724386476.3983378,298.2999,299.8389,299.2543,299.6328
1724386478.250202,298.299,299.8404,299.2547,299.6329
1724386480.1201448,298.3002,299.8389,299.2548,299.6328
1724386481.9610555,298.3002,299.8368,299.2549,299.6324
1724386483.810522,298.298,299.8371,299.2546,299.6328
1724386485.671691,298.3003,299.84,299.2549,299.6324
1724386487.5261052,298.2982,299.8379,299.2543,299.6331
1724386489.3901546,298.3002,299.8396,299.2542,299.6326
1724386491.2443924,298.3012,299.8386,299.2556,299.6332
1724386493.1126199,298.3001,299.84,299.255,299.633
1724386494.9709294,298.2998,299.8396,299.2549,299.6332
1724386496.8232586,298.2991,299.8395,299.2549,299.6329
1724386498.6743488,298.2995,299.8386,299.2547,299.6329
1724386500.53352,298.3002,299.8399,299.2545,299.633
1724386502.3860388,298.2998,299.8382,299.2545,299.6327
1724386504.247489,298.2998,299.8385,299.2553,299.6332
1724386506.110539,298.2987,299.8376,299.2555,299.6325
1724386507.9617317,298.3008,299.8405,299.2548,299.6327
1724386509.8082364,298.2996,299.8396,299.2549,299.6336
1724386511.6623688,298.2983,299.8393,299.2543,299.6331
1724386513.5210114,298.3002,299.8397,299.255,299.6333
1724386515.3781328,298.3,299.8386,299.2553,299.6337
1724386517.2419474,298.2999,299.8382,299.2551,299.6329
1724386519.101738,298.3008,299.8395,299.2549,299.6328
1724386520.9578664,298.3013,299.8403,299.2543,299.6331
1724386522.8179133,298.3018,299.8398,299.2554,299.6323
1724386524.6574192,298.3003,299.8388,299.255,299.6327
1724386526.5236776,298.3002,299.8398,299.2555,299.6335
1724386528.3860722,298.2981,299.8381,299.2549,299.6331
1724386530.2383273,298.3004,299.8395,299.2545,299.6331
1724386532.1075873,298.2992,299.8387,299.2551,299.633
1724386533.9723516,298.3012,299.8405,299.255,299.6339
1724386535.8347816,298.3002,299.837,299.2549,299.6328
1724386537.684733,298.3008,299.8399,299.2551,299.6326
1724386539.5373418,298.2991,299.8383,299.2556,299.6333
1724386541.4030583,298.2998,299.8398,299.2543,299.6333
1724386543.2689297,298.3015,299.8408,299.255,299.6328
1724386545.1298635,298.2991,299.8392,299.255,299.6337
1724386546.9944792,298.3004,299.8391,299.2547,299.6331
1724386548.8451986,298.2984,299.8402,299.2557,299.6332
1724386550.7083533,298.3005,299.839,299.2552,299.6331
1724386552.5467854,298.2998,299.8402,299.2554,299.6331
1724386554.3888042,298.2975,299.84,299.2554,299.633
1724386556.2555294,298.2989,299.8386,299.2554,299.6342
1724386558.1122997,298.3003,299.839,299.2553,299.633
1724386559.9783137,298.3011,299.8397,299.2551,299.6334
1724386561.8308084,298.2996,299.8403,299.2551,299.6331
1724386563.6956694,298.3002,299.8385,299.2555,299.6331
1724386565.5431416,298.3004,299.8395,299.2551,299.6326
1724386567.4027827,298.2996,299.8373,299.2551,299.6333
1724386569.2599978,298.2989,299.8396,299.2554,299.6335
1724386571.1151145,298.3005,299.8401,299.2543,299.6326
1724386572.978977,298.2999,299.8388,299.255,299.6332
1724386574.8321986,298.2994,299.8396,299.2551,299.634
1724386576.6869164,298.3,299.8402,299.2553,299.6325
1724386578.5413375,298.3004,299.8397,299.2556,299.6341
1724386580.4010727,298.3005,299.8401,299.2549,299.6336
1724386582.2396395,298.3011,299.8408,299.2556,299.6336
1724386584.097885,298.2998,299.8393,299.2558,299.6338
1724386585.962272,298.301,299.8399,299.2553,299.6335
1724386587.809833,298.3005,299.8394,299.255,299.634
1724386589.6663778,298.3015,299.8385,299.2556,299.6338
1724386591.5232542,298.3015,299.8396,299.2557,299.6343
1724386593.3903215,298.3007,299.8411,299.255,299.6343
1724386595.245749,298.3008,299.8392,299.2551,299.6335
1724386597.103566,298.3011,299.841,299.2553,299.6337
1724386598.9570057,298.3002,299.8414,299.2557,299.6338
1724386600.8076863,298.3001,299.8391,299.255,299.6326
1724386602.655434,298.3,299.8393,299.2553,299.6335
1724386604.5133064,298.3011,299.8387,299.2549,299.6338
1724386606.3798442,298.3001,299.8391,299.2548,299.6333
1724386608.2415595,298.3006,299.8397,299.2555,299.6331
1724386610.0846913,298.3009,299.8408,299.2546,299.6332
1724386611.9390872,298.3012,299.8385,299.2556,299.6336
1724386613.8088963,298.3011,299.8401,299.2553,299.6342
1724386615.667504,298.3016,299.8396,299.2557,299.6337
1724386617.5313828,298.3003,299.839,299.2552,299.6343
1724386619.397127,298.3004,299.8393,299.256,299.6339
1724386621.2501209,298.2996,299.8399,299.256,299.6337
1724386623.1142516,298.3005,299.8401,299.256,299.6337
1724386624.9759474,298.2998,299.8401,299.2558,299.6336
1724386626.8371305,298.3011,299.8399,299.2558,299.6337
1724386628.6842916,298.3016,299.8399,299.255,299.6343
1724386630.5478835,298.3003,299.8399,299.2556,299.6337
1724386632.4030726,298.3003,299.84,299.2555,299.6334
1724386634.2458992,298.3,299.8407,299.2555,299.634
1724386636.1094885,298.302,299.8388,299.2553,299.6338
1724386637.9705632,298.3007,299.8394,299.2555,299.634
1724386639.83352,298.3002,299.8405,299.2556,299.6343
1724386641.6878178,298.3016,299.8395,299.2552,299.6348
1724386643.5433123,298.3013,299.8395,299.255,299.6335
1724386645.4107716,298.2995,299.8377,299.2549,299.6339
1724386647.2752192,298.301,299.8397,299.2553,299.6329
1724386649.1337693,298.3016,299.8402,299.2555,299.6338
1724386650.9800956,298.3003,299.8383,299.2555,299.6343
1724386652.82824,298.301,299.8402,299.2556,299.6339
1724386654.685522,298.3015,299.8387,299.2554,299.6339
1724386656.5440922,298.3019,299.839,299.256,299.6335
1724386658.4116664,298.3025,299.8411,299.2539,299.6345
1724386660.2782006,298.3013,299.8389,299.2554,299.6338
1724386662.1377695,298.301,299.8403,299.2563,299.6338
1724386663.9853995,298.2997,299.8399,299.2556,299.6344
1724386665.8339276,298.3006,299.8389,299.2552,299.6344
1724386667.6934211,298.3003,299.8385,299.2554,299.6343
1724386669.5592663,298.3002,299.8394,299.2557,299.6336
1724386671.4261265,298.3012,299.8393,299.2554,299.6335
1724386673.2797968,298.3023,299.8402,299.2557,299.6338
1724386675.1344407,298.3022,299.8403,299.2557,299.634
1724386676.987543,298.3015,299.8409,299.2557,299.6343
1724386678.8511093,298.3023,299.8386,299.255,299.6339
1724386680.7013965,298.2998,299.8409,299.2561,299.6343
1724386682.5571098,298.3024,299.8409,299.2557,299.6341
1724386684.4202225,298.3018,299.8392,299.2559,299.634
1724386686.273653,298.2995,299.8399,299.2557,299.634
1724386688.1414661,298.3008,299.8394,299.2558,299.6341
1724386690.006979,298.3006,299.8396,299.2553,299.6345
1724386691.8686395,298.3024,299.8395,299.256,299.6335
1724386693.7301056,298.3012,299.8405,299.2549,299.6341
1724386695.5953362,298.3016,299.8405,299.2561,299.6347
1724386697.4485488,298.3004,299.8407,299.2558,299.6337
1724386699.3170483,298.3002,299.8413,299.2553,299.634
1724386701.162355,298.3016,299.839,299.2556,299.6343
1724386703.0068622,298.3005,299.8387,299.2559,299.6337
1724386704.8687754,298.3011,299.8404,299.2554,299.6353
1724386706.7366836,298.3022,299.8406,299.2554,299.6346
1724386708.5991137,298.3009,299.8391,299.2554,299.634
1724386710.460354,298.301,299.8381,299.2554,299.6343
1724386712.3250425,298.3015,299.8393,299.2561,299.6341
1724386714.1839354,298.3013,299.8397,299.2555,299.6345
1724386716.0417695,298.3001,299.84,299.2558,299.6345
1724386717.8925116,298.3018,299.8401,299.256,299.6343
1724386719.7552772,298.3006,299.8394,299.2556,299.6347
1724386721.614788,298.3007,299.8414,299.2554,299.6348
1724386723.4755535,298.3012,299.8407,299.256,299.6338
1724386725.340654,298.3017,299.8405,299.2557,299.6346
1724386727.191076,298.3009,299.8394,299.2556,299.635
1724386729.0457697,298.3018,299.8401,299.2559,299.6342
1724386730.8993073,298.3006,299.8399,299.2554,299.6348
1724386732.7638073,298.301,299.8405,299.2555,299.6343
1724386734.629198,298.3022,299.8399,299.2554,299.6341
1724386736.481525,298.3015,299.8393,299.2561,299.6345
1724386738.338207,298.3025,299.8406,299.2562,299.6344
1724386740.19801,298.3007,299.8408,299.2556,299.6345
1724386742.0538983,298.3009,299.8399,299.256,299.635
1724386743.9138148,298.3017,299.8403,299.2553,299.6346
1724386745.776609,298.3001,299.842,299.2554,299.6341
1724386747.6285527,298.3025,299.8395,299.256,299.6348
1724386749.4945157,298.3015,299.8414,299.2563,299.6342
1724386751.3565185,298.3006,299.8392,299.256,299.6335
1724386753.2052288,298.3017,299.8398,299.2559,299.6347
1724386755.0701919,298.3016,299.8407,299.255,299.6347
1724386756.923505,298.3014,299.841,299.2556,299.6347
1724386758.7845912,298.3012,299.8403,299.256,299.6348
1724386760.6441145,298.3017,299.84,299.2561,299.6349
1724386762.4995043,298.3017,299.8409,299.2558,299.6348
1724386764.366412,298.3015,299.8401,299.256,299.6349
1724386766.2301836,298.3008,299.8401,299.2562,299.635
1724386768.082066,298.3018,299.8394,299.2561,299.6343
1724386769.9414291,298.3017,299.8399,299.2558,299.6347
1724386771.7897375,298.301,299.8405,299.2557,299.6348
1724386773.647548,298.3003,299.8396,299.256,299.6344
1724386775.5105994,298.3002,299.8409,299.2561,299.635
1724386777.37271,298.302,299.8413,299.2561,299.634
1724386779.2307777,298.3012,299.838,299.2556,299.6343
1724386781.0921955,298.3022,299.8421,299.2563,299.6336
1724386782.948749,298.3005,299.8397,299.2552,299.6342
1724386784.8043542,298.3019,299.8401,299.2564,299.6343
1724386786.6603274,298.3012,299.8418,299.2564,299.635
1724386788.518992,298.3008,299.8397,299.2563,299.6349
1724386790.3716488,298.2999,299.839,299.2562,299.6345
1724386792.2385674,298.3001,299.8406,299.2557,299.6343
1724386794.0922172,298.3008,299.8407,299.256,299.634
1724386795.9481997,298.3023,299.8409,299.2554,299.6341
1724386797.799956,298.3015,299.8381,299.2557,299.635
1724386799.6502934,298.303,299.8399,299.2565,299.6348
1724386801.505194,298.3007,299.8397,299.256,299.6351
1724386803.3632925,298.3005,299.8403,299.2559,299.6343
1724386805.2271428,298.3014,299.8404,299.2561,299.6347
1724386807.0782285,298.3003,299.8408,299.2566,299.6353
1724386808.926936,298.3016,299.8421,299.2561,299.6351
1724386810.7785964,298.3027,299.8412,299.2564,299.6347
1724386812.6475432,298.3005,299.8404,299.2561,299.6346
1724386814.5005457,298.3004,299.8394,299.2556,299.6345
1724386816.3621693,298.3015,299.8399,299.2558,299.6349
1724386818.2131226,298.3012,299.8403,299.2555,299.6345
1724386820.075909,298.3023,299.8406,299.256,299.6344
1724386821.9391098,298.3025,299.8407,299.2557,299.6345
1724386823.7952302,298.3017,299.8408,299.2565,299.6351
1724386825.6643674,298.3019,299.8405,299.2557,299.635
1724386827.5095024,298.3014,299.8377,299.2563,299.6349
1724386829.3677335,298.3009,299.8417,299.2557,299.634
1724386831.2237413,298.3014,299.8416,299.2556,299.6352
1724386833.0907638,298.2998,299.8402,299.2553,299.6348
1724386834.9539194,298.3027,299.8397,299.2561,299.6352
1724386836.8097274,298.3026,299.8418,299.256,299.6358
1724386838.6629348,298.3008,299.8396,299.2563,299.6352
